source,target,weight
Q02555,ATP-dependent_RNA_helicase_DHX30,0.000881057268722467
Q02555,P47047,0.000881057268722467
Q02555,Splicing_factor___proline-_and_glutamine-rich,0.000881057268722467
Q02555,60S_ribosomal_protein_L38,0.000881057268722467
Q02555,RNA_helicase,0.000881057268722467
Q05498,Periodic_tryptophan_protein_1_homolog,0.0011173184357541898
Q05498,rRNA-processing_protein_UTP23_homolog,0.9340782122905028
Q05498,Importin-4,0.0011173184357541898
Q05498,Q12339,0.9418994413407821
Q05498,RPL37A,0.0011173184357541898
Q05498,A1Z8D0,0.0011173184357541898
Q05498,60S_ribosomal_protein_L37a,0.0011173184357541898
Q05498,Importin-5,0.0011173184357541898
Q9VFA0,Q9VRH6,0.0021598272138228943
Q9VFA0,Processing_of_1___ribonuclease_P__MRP_family___(S,0.0021598272138228943
Q9VFA0,Eukaryotic_translation_initiation_factor_4B,0.0021598272138228943
Q9VFA0,Q9VIF0,0.0021598272138228943
Q9VFA0,P41812,0.0021598272138228943
Q9VFA0,116_kDa_U5_small_nuclear_ribonucleoprotein_component,0.0021598272138228943
Q9VFA0,Q12094,1.0
Q9VXW3,Q95TU2,0.001088139281828074
Q9VXW3,Q9W4Z9,0.2883569096844396
Q9VXW3,Receptor_of_activated_protein_C_kinase_1,0.28291621327529926
Q9VXW3,M9PFG1,0.014145810663764961
Q9VXW3,Histone-binding_protein_RBBP4,0.14363438520130578
Q9VXW3,Q9VFV8,0.2295973884657236
Q9VXW3,Q04225,0.1893362350380849
Q9VXW3,Q7K4B2,0.002176278563656148
Q9VXW3,Periodic_tryptophan_protein_1_homolog,0.14145810663764963
Q9VXW3,Serine__threonine-protein_phosphatase_6_regulatory_subunit_3,0.001088139281828074
Q9VXW3,Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,0.001088139281828074
Q9VXW3,Q9W3K3,0.07399347116430903
Q9VXW3,U5_small_nuclear_ribonucleoprotein_40_kDa_protein,0.2850924918389554
Q9VXW3,Q9VUN7,0.20565832426550598
Q9VXW3,Gem-associated_protein_5,0.19368879216539717
Q9VXW3,Q9V7P1,0.006528835690968444
Q9VXW3,WD_repeat-containing_protein_18,0.191512513601741
Q9VXW3,Q9VIG1,0.01088139281828074
Q9VXW3,Q9VXW4,0.705114254624592
Q9VXW3,P35184,0.2807399347116431
Q9VXW3,Polycomb_protein_EED,0.2176278563656148
Q9VXW3,RNA-binding_protein_25,0.001088139281828074
Q9VXW3,Notchless_protein_homolog_1,0.2676822633297062
Q9VXW3,Q7JQT9,0.2840043525571273
Q9VXW3,Q7K0Y1,0.11316648531011969
Q9VXW3,Q06506,0.28182807399347115
Q9VXW3,Q9VKQ3,0.18280739934711643
Q9VXW3,Q5U0X8,0.2883569096844396
Q9VXW3,A1Z7K2,0.015233949945593036
Q9VXW3,Q9V3P2,0.007616974972796518
Q9VXW3,WD_repeat-containing_protein_74,0.03373231773667029
Q9VXW3,A1Z8D0,0.1294885745375408
Q9VXW3,Coatomer_subunit_beta',0.27094668117519044
Q9VXW3,Q9VPR4,0.24483133841131666
Q9VXW3,O18640,0.2763873775843308
Q9VXW3,Q8SYL1,0.18280739934711643
Q9VXW3,Q9VE98,0.2622415669205658
Q9VXW3,Acyl-CoA_dehydrogenase_family_member_10,0.001088139281828074
Q9VXW3,Q9W550,0.27529923830250275
40S_ribosomal_protein_S3,O46072,0.0013089005235602095
40S_ribosomal_protein_S3,Putative_ATP-dependent_RNA_helicase_DHX57,0.0013089005235602095
40S_ribosomal_protein_S3,Lymphocyte-specific_helicase,0.0013089005235602095
40S_ribosomal_protein_S3,Heterogeneous_nuclear_ribonucleoprotein_H,0.0013089005235602095
40S_ribosomal_protein_S3,ATP-dependent_RNA_helicase_DHX15,0.0013089005235602095
40S_ribosomal_protein_S3,Q9VL25,0.0013089005235602095
40S_ribosomal_protein_S3,RuvB-like_1,0.0013089005235602095
40S_ribosomal_protein_S3,Transcription_activator_BRG1,0.0013089005235602095
40S_ribosomal_protein_S3,RPS3,1.0
40S_ribosomal_protein_S3,ATP-dependent_RNA_helicase_DHX30,0.0013089005235602095
40S_ribosomal_protein_S3,Heterogeneous_nuclear_ribonucleoprotein_F,0.0013089005235602095
40S_ribosomal_protein_S3,RuvB-like_2,0.0013089005235602095
40S_ribosomal_protein_S3,SWI__SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_member_5,0.0013089005235602095
40S_ribosomal_protein_S3,RNA_helicase,0.0013089005235602095
ATPase_family_AAA_domain-containing_protein_3,O46072,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q7JZ53,0.0001
ATPase_family_AAA_domain-containing_protein_3,P51406,0.0001
ATPase_family_AAA_domain-containing_protein_3,RPS27A,0.0001
ATPase_family_AAA_domain-containing_protein_3,Paraspeckle_component_1,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q7KNF1,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q9VCY1,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q04225,0.0001
ATPase_family_AAA_domain-containing_protein_3,Ubiquitin-40S_ribosomal_protein_S27a,0.0001
ATPase_family_AAA_domain-containing_protein_3,Protein_RRP5_homolog,0.0001
ATPase_family_AAA_domain-containing_protein_3,Putative_ATP-dependent_RNA_helicase_DHX57,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q95RG1,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q9VS62,0.6178
ATPase_family_AAA_domain-containing_protein_3,Polyubiquitin-B,0.0001
ATPase_family_AAA_domain-containing_protein_3,Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,0.0001
ATPase_family_AAA_domain-containing_protein_3,Nuclear_valosin-containing_protein-like,0.6301
ATPase_family_AAA_domain-containing_protein_3,26S_proteasome_regulatory_subunit_6A,0.6413
ATPase_family_AAA_domain-containing_protein_3,Glyceraldehyde-3-phosphate_dehydrogenase,0.0001
ATPase_family_AAA_domain-containing_protein_3,Phosphatidylinositol_4-phosphate_5-kinase_type-1_gamma,0.0001
ATPase_family_AAA_domain-containing_protein_3,RPS9,0.0001
ATPase_family_AAA_domain-containing_protein_3,ATP-dependent_RNA_helicase_DHX15,0.0001
ATPase_family_AAA_domain-containing_protein_3,Gem-associated_protein_5,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q9VL25,0.0001
ATPase_family_AAA_domain-containing_protein_3,Protein_polybromo-1,0.0035
ATPase_family_AAA_domain-containing_protein_3,Peptidyl-prolyl_cis-trans_isomerase_A,0.0003
ATPase_family_AAA_domain-containing_protein_3,DNA_topoisomerase_2-alpha,0.0001
ATPase_family_AAA_domain-containing_protein_3,RuvB-like_1,0.0216
ATPase_family_AAA_domain-containing_protein_3,P46683,0.0001
ATPase_family_AAA_domain-containing_protein_3,26S_proteasome_regulatory_subunit_7,0.6465
ATPase_family_AAA_domain-containing_protein_3,Non-POU_domain-containing_octamer-binding_protein,0.0001
ATPase_family_AAA_domain-containing_protein_3,RNA-binding_protein_25,0.0001
ATPase_family_AAA_domain-containing_protein_3,Transitional_endoplasmic_reticulum_ATPase,0.6129
ATPase_family_AAA_domain-containing_protein_3,26S_proteasome_regulatory_subunit_8,0.6332
ATPase_family_AAA_domain-containing_protein_3,26S_proteasome_regulatory_subunit_4,0.645
ATPase_family_AAA_domain-containing_protein_3,Ras_GTPase-activating_protein-binding_protein_2,0.0001
ATPase_family_AAA_domain-containing_protein_3,Bystin,0.0001
ATPase_family_AAA_domain-containing_protein_3,RNA_binding_motif_protein___X-linked-like_2,0.0001
ATPase_family_AAA_domain-containing_protein_3,ATP-dependent_RNA_helicase_DHX30,0.0001
ATPase_family_AAA_domain-containing_protein_3,Polypyrimidine_tract-binding_protein_1,0.0002
ATPase_family_AAA_domain-containing_protein_3,Proteasome_subunit_alpha_type-4,0.0001
ATPase_family_AAA_domain-containing_protein_3,40S_ribosomal_protein_S9,0.0001
ATPase_family_AAA_domain-containing_protein_3,26S_proteasome_regulatory_subunit_6B,0.6382
ATPase_family_AAA_domain-containing_protein_3,26S_proteasome_regulatory_subunit_10B,0.6768
ATPase_family_AAA_domain-containing_protein_3,Q9VUN3,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q9VZ23,0.0001
ATPase_family_AAA_domain-containing_protein_3,Q8SYL1,0.0001
ATPase_family_AAA_domain-containing_protein_3,CCR4-NOT_transcription_complex_subunit_3,0.0001
ATPase_family_AAA_domain-containing_protein_3,RPL40,0.0001
ATPase_family_AAA_domain-containing_protein_3,P15357,0.0001
ATPase_family_AAA_domain-containing_protein_3,RNA_helicase,0.0001
RPL13A,GTP-binding_protein_4,0.0011123470522803114
RPL13A,60S_ribosomal_protein_L13a,0.8320355951056729
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Protein_Jumonji,0.0789
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9W4Z9,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,MORC_family_CW-type_zinc_finger_protein_3,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Receptor_of_activated_protein_C_kinase_1,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,RPS27A,0.0011
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Protein_PRRC2C,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VFV8,0.0007
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q04225,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Nucleolar_transcription_factor_1,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9W590,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Ubiquitin-40S_ribosomal_protein_S27a,0.0011
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Cytokine-like_nuclear_factor_N-PAC,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,E3_ubiquitin-protein_ligase_TRIM71,0.0387
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VS62,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Polyubiquitin-B,0.0011
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q7JXU4,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Lymphocyte-specific_helicase,0.0027
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VXW3,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,ATPase_family_AAA_domain-containing_protein_3,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Nuclear_valosin-containing_protein-like,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,26S_proteasome_regulatory_subunit_6A,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Splicing_factor___arginine__serine-rich_19,0.0174
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Histone-lysine_N-methyltransferase___H3_lysine-36_specific,0.0316
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,U5_small_nuclear_ribonucleoprotein_40_kDa_protein,0.0006
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VUN7,0.0003
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Gem-associated_protein_5,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Nucleolar_GTP-binding_protein_2,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Protein_polybromo-1,0.5417
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Regulator_of_nonsense_transcripts_1,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Large_subunit_GTPase_1_homolog,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VXW4,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,RuvB-like_1,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,P35184,0.0014
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,P46683,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,26S_proteasome_regulatory_subunit_7,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Isoform_2_of_Splicing_regulatory_glutamine__lysine-rich_protein_1,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Polycomb_protein_EED,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,RNA-binding_protein_25,0.0009
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Transitional_endoplasmic_reticulum_ATPase,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,26S_proteasome_regulatory_subunit_8,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,26S_proteasome_regulatory_subunit_4,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Notchless_protein_homolog_1,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q7JQT9,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q7K0Y1,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q06506,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Transcription_activator_BRG1,0.0027
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VKQ3,0.0003
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Putative_helicase_MOV-10,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q5U0X8,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,A1Z7K2,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,A1Z8D0,0.0005
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Proteasome_subunit_alpha_type-4,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Transcription_intermediary_factor_1-beta,0.1181
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Guanine_nucleotide-binding_protein-like_3-like_protein,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,26S_proteasome_regulatory_subunit_6B,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Heat_shock_protein_HSP_90-beta,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,26S_proteasome_regulatory_subunit_10B,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q8MT06,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Proliferation_marker_protein_Ki-67,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VPR4,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Probable_helicase_senataxin,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,O18640,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,DNA-directed_RNA_polymerase_II_subunit_RPB1,0.0004
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Metal-response_element-binding_transcription_factor_2,0.0073
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VE98,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Luc7-like_protein_3,0.0002
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,RuvB-like_2,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Guanine_nucleotide-binding_protein-like_3,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9W550,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,RPL40,0.0011
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Histone-lysine_N-methyltransferase_EZH2,0.0219
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,SWI__SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_member_5,0.0027
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,DNA_mismatch_repair_protein_Msh6,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,26S_proteasome_non-ATPase_regulatory_subunit_12,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,P15357,0.0011
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Heat_shock_protein_HSP_90-alpha,0.0001
Bromodomain_adjacent_to_zinc_finger_domain_protein_2A,Q9VSS1,0.0001
CCR4-NOT_transcription_complex_subunit_1,Probable_ubiquitin_carboxyl-terminal_hydrolase_FAF-X,0.001863932898415657
CCR4-NOT_transcription_complex_subunit_1,40S_ribosomal_protein_S4,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,40S_ribosomal_protein_S4___X_isoform,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,26S_proteasome_regulatory_subunit_6A,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,Small_nuclear_ribonucleoprotein_Sm_D2,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,RPS4,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,26S_proteasome_regulatory_subunit_7,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,26S_proteasome_regulatory_subunit_8,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,26S_proteasome_regulatory_subunit_4,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,26S_proteasome_regulatory_subunit_6B,0.0009319664492078285
CCR4-NOT_transcription_complex_subunit_1,26S_proteasome_regulatory_subunit_10B,0.0009319664492078285
RNA_exonuclease_4,Q9H9L3,0.9571651090342679
RNA_exonuclease_4,Eukaryotic_translation_initiation_factor_3_subunit_A,0.0003894080996884735
RNA_exonuclease_4,Q9VRX7,0.8500778816199377
RNA_exonuclease_4,Regulator_of_nonsense_transcripts_1,0.000778816199376947
RNA_exonuclease_4,RPL26,0.0003894080996884735
RNA_exonuclease_4,Isoform_2_of_Splicing_regulatory_glutamine__lysine-rich_protein_1,0.0027258566978193145
RNA_exonuclease_4,Q9VUC3,0.9836448598130841
RNA_exonuclease_4,Putative_helicase_MOV-10,0.000778816199376947
RNA_exonuclease_4,P53331,0.9824766355140186
RNA_exonuclease_4,WD_repeat-containing_protein_74,0.0003894080996884735
RNA_exonuclease_4,Pre-mRNA-splicing_factor_38B,0.0019470404984423676
RNA_exonuclease_4,Q9VVU2,0.0003894080996884735
RNA_exonuclease_4,Probable_helicase_senataxin,0.000778816199376947
RNA_exonuclease_4,Q12090,0.8547507788161994
RNA_exonuclease_4,Isoform_2_of_Poly(U)-binding-splicing_factor_PUF60,0.012071651090342679
RNA_exonuclease_4,60S_ribosomal_protein_L26,0.0003894080996884735
Q03334,Q9Y580,0.00145985401459854
Q03334,40S_ribosomal_protein_S13,0.9985401459854014
Q03334,RPS20,0.00291970802919708
Q03334,RNA-binding_protein_34,0.00145985401459854
Q03334,RPS13,1.0
Q03334,Protein_polybromo-1,0.00145985401459854
Q03334,40S_ribosomal_protein_S20,0.00291970802919708
Q03334,Q9VJG2,0.00145985401459854
RPS13,Q9Y580,0.001447178002894356
RPS13,40S_ribosomal_protein_S13,0.9913169319826338
RPS13,RPS20,0.002894356005788712
RPS13,RNA-binding_protein_34,0.001447178002894356
RPS13,Q03334,0.9913169319826338
RPS13,Protein_polybromo-1,0.001447178002894356
RPS13,40S_ribosomal_protein_S20,0.002894356005788712
RPS13,Q9VJG2,0.001447178002894356
Q9VRX7,RPL13,0.00044365572315882877
Q9VRX7,Q9H9L3,0.9658385093167702
Q9VRX7,Eukaryotic_translation_initiation_factor_3_subunit_A,0.00044365572315882877
Q9VRX7,RNA_exonuclease_4,0.9685004436557232
Q9VRX7,Regulator_of_nonsense_transcripts_1,0.0008873114463176575
Q9VRX7,60S_ribosomal_protein_L13,0.00044365572315882877
Q9VRX7,RPL26,0.00044365572315882877
Q9VRX7,Isoform_2_of_Splicing_regulatory_glutamine__lysine-rich_protein_1,0.003105590062111801
Q9VRX7,Q9VUC3,0.9716060337178349
Q9VRX7,Putative_helicase_MOV-10,0.0008873114463176575
Q9VRX7,P53331,0.9995563442768411
Q9VRX7,Pre-mRNA-splicing_factor_38B,0.0022182786157941437
Q9VRX7,Q9VVU2,0.00044365572315882877
Q9VRX7,Probable_helicase_senataxin,0.0008873114463176575
Q9VRX7,Q12090,0.9356699201419698
Q9VRX7,Isoform_2_of_Poly(U)-binding-splicing_factor_PUF60,0.015084294587400177
Q9VRX7,60S_ribosomal_protein_L26,0.00044365572315882877
Q8SY39,ATP-dependent_RNA_helicase_DDX24,0.8393
Q8SY39,O46072,0.0001
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX27,0.868
Q8SY39,Eukaryotic_initiation_factor_4A-III,0.7618
Q8SY39,Q7JZ53,0.0001
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX31,0.8242
Q8SY39,Q9W4Z9,0.0001
Q8SY39,Q9VRH6,0.0001
Q8SY39,ATP_synthase_subunit_alpha___mitochondrial,0.0001
Q8SY39,ATP_synthase_subunit_beta___mitochondrial,0.0001
Q8SY39,ATP-binding_cassette_sub-family_F_member_2,0.0001
Q8SY39,P40507,0.0021
Q8SY39,Delta(14)-sterol_reductase_LBR,0.0001
Q8SY39,Q9VD51,0.8376
Q8SY39,Poly(rC)-binding_protein_1,0.0008
Q8SY39,Q9VPT3,0.8376
Q8SY39,Q04225,0.0001
Q8SY39,Q9VTM5,0.0001
Q8SY39,Chromobox_protein_homolog_3,0.0001
Q8SY39,ATP-dependent_RNA_helicase_DDX50,0.8659
Q8SY39,Q9VVK8,0.8632
Q8SY39,Serine_and_arginine-rich_splicing_factor_11,0.0001
Q8SY39,Influenza_virus_NS1A-binding_protein_homolog,0.0001
Q8SY39,60S_ribosomal_protein_L27a,0.0002
Q8SY39,Putative_ATP-dependent_RNA_helicase_DHX57,0.0001
Q8SY39,RPL27A,0.0002
Q8SY39,E3_ubiquitin-protein_ligase_TRIM71,0.0001
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX17,0.8494
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX6,0.7815
Q8SY39,Putative_RNA-binding_protein_Luc7-like_1,0.0001
Q8SY39,RPL27,0.0001
Q8SY39,Kinesin-like_protein_KIF20B,0.0001
Q8SY39,Q8T8R1,0.0083
Q8SY39,Q9Y134,0.0005
Q8SY39,Q9VV61,0.0001
Q8SY39,40S_ribosomal_protein_S21,0.0005
Q8SY39,Nucleolar_RNA_helicase_2,0.8592
Q8SY39,Glyceraldehyde-3-phosphate_dehydrogenase,0.0001
Q8SY39,Q12476,0.0034
Q8SY39,Probable_dimethyladenosine_transferase,0.0001
Q8SY39,Histone-lysine_N-methyltransferase___H3_lysine-36_specific,0.0001
Q8SY39,Poly(rC)-binding_protein_2,0.0006
Q8SY39,RPS9,0.0001
Q8SY39,Elongation_factor_1-alpha_1,0.0001
Q8SY39,ATP-dependent_RNA_helicase_DHX15,0.0001
Q8SY39,O76927,0.0005
Q8SY39,Elongation_factor_2,0.0001
Q8SY39,Q9VL25,0.0001
Q8SY39,Heterogeneous_nuclear_ribonucleoprotein_U-like_protein_2,0.0002
Q8SY39,Heterogeneous_nuclear_ribonucleoprotein_K,0.0006
Q8SY39,RPS21,0.0005
Q8SY39,P13060,0.0001
Q8SY39,60S_ribosomal_protein_L27,0.0001
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX46,0.8499
Q8SY39,P46683,0.0001
Q8SY39,Isoform_2_of_Splicing_regulatory_glutamine__lysine-rich_protein_1,0.0002
Q8SY39,Q9VIF6,0.873
Q8SY39,RNA-binding_protein_25,0.0004
Q8SY39,E3_ubiquitin-protein_ligase_TRIP12,0.0002
Q8SY39,ATP-dependent_RNA_helicase_DDX1,0.7805
Q8SY39,Insulin-like_growth_factor_2_mRNA-binding_protein_3,0.0008
Q8SY39,Q9VAQ5,0.0001
Q8SY39,Eukaryotic_initiation_factor_4A-I,0.7594
Q8SY39,Zinc_finger_CCHC_domain-containing_protein_3,0.0022
Q8SY39,ATP-dependent_RNA_helicase_DDX3X,0.8417
Q8SY39,ATP-dependent_RNA_helicase_DHX30,0.0001
Q8SY39,CAD_protein,0.0001
Q8SY39,Q9VX34,0.8277
Q8SY39,Proteasome_subunit_alpha_type-4,0.0001
Q8SY39,Transcription_intermediary_factor_1-beta,0.0001
Q8SY39,40S_ribosomal_protein_S9,0.0001
Q8SY39,P41819,0.0001
Q8SY39,ATP-binding_cassette_sub-family_E_member_1,0.0002
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX5,0.8429
Q8SY39,P47047,0.0001
Q8SY39,E3_ubiquitin-protein_ligase_NEDD4,0.0002
Q8SY39,Q07886,0.866
Q8SY39,116_kDa_U5_small_nuclear_ribonucleoprotein_component,0.0001
Q8SY39,Luc7-like_protein_3,0.0001
Q8SY39,Eukaryotic_translation_initiation_factor_2-alpha_kinase_3,0.0001
Q8SY39,Q86B47,0.7459
Q8SY39,Insulin-like_growth_factor_2_mRNA-binding_protein_1,0.0006
Q8SY39,ATP-dependent_RNA_helicase_DDX18,0.8534
Q8SY39,Q9VSS1,0.0002
Q8SY39,RNA_helicase,0.0002
RPL17,RPL19,0.001148105625717566
RPL17,60S_ribosomal_protein_L37,0.001148105625717566
RPL17,Q9VXB5,0.021814006888633754
RPL17,60S_ribosomal_protein_L17,0.9690011481056258
RPL17,60S_ribosomal_protein_L19,0.001148105625717566
RPL17,RPL37,0.001148105625717566
RPL17,RPL40,0.001148105625717566
RPS6,40S_ribosomal_protein_S6,0.983225806451613
RPS6,P29327,0.9806451612903225
RPS6,Eukaryotic_translation_initiation_factor_3_subunit_A,0.0012903225806451613
RPS6,Trypsin-5,0.0025806451612903226
RPS6,Protein_FAM98A,0.0012903225806451613
RPS6,Pre-mRNA-splicing_factor_38B,0.0025806451612903226
RPS6,Surfeit_locus_protein_6,0.0012903225806451613
RPS6,DNA-directed_RNA_polymerase_II_subunit_RPB1,0.0012903225806451613
RPS6,Q9W3C2,0.0012903225806451613
60S_ribosomal_protein_L11,Splicing_factor_U2AF_35_kDa_subunit,0.0012406947890818859
60S_ribosomal_protein_L11,RPS27A,0.0024813895781637717
60S_ribosomal_protein_L11,Ubiquitin-40S_ribosomal_protein_S27a,0.0012406947890818859
60S_ribosomal_protein_L11,RPL11,1.0
60S_ribosomal_protein_L11,MOB_kinase_activator_2,0.0012406947890818859
60S_ribosomal_protein_L11,RPL40,0.0024813895781637717
60S_ribosomal_protein_L11,P15357,0.0012406947890818859
Nuclear_valosin-containing_protein-like,O46072,0.0001
Nuclear_valosin-containing_protein-like,Q9Y580,0.0001
Nuclear_valosin-containing_protein-like,Q7K3B9,0.0002
Nuclear_valosin-containing_protein-like,Probable_ubiquitin_carboxyl-terminal_hydrolase_FAF-X,0.0001
Nuclear_valosin-containing_protein-like,P51406,0.0001
Nuclear_valosin-containing_protein-like,RPS27A,0.0001
Nuclear_valosin-containing_protein-like,Serine__arginine-rich_splicing_factor_1,0.0001
Nuclear_valosin-containing_protein-like,Q7KNF1,0.0001
Nuclear_valosin-containing_protein-like,Q9VCY1,0.0001
Nuclear_valosin-containing_protein-like,Q04225,0.0002
Nuclear_valosin-containing_protein-like,DnaJ_homolog_subfamily_A_member_1,0.0001
Nuclear_valosin-containing_protein-like,Ubiquitin-40S_ribosomal_protein_S27a,0.0001
Nuclear_valosin-containing_protein-like,Protein_RRP5_homolog,0.0001
Nuclear_valosin-containing_protein-like,Actin___aortic_smooth_muscle,0.0001
Nuclear_valosin-containing_protein-like,rRNA_2'-O-methyltransferase_fibrillarin,0.0001
Nuclear_valosin-containing_protein-like,Putative_ATP-dependent_RNA_helicase_DHX57,0.0001
Nuclear_valosin-containing_protein-like,Periodic_tryptophan_protein_1_homolog,0.0001
Nuclear_valosin-containing_protein-like,Q9VS62,0.8942
