source,target,weight
La-related_protein_4,Lupus_La_protein_homolog,0.7260458839406208
Probable_ATP-dependent_RNA_helicase_DDX27,Q86B47,0.7261
Q86B47,Probable_ATP-dependent_RNA_helicase_DDX27,0.7261
Q9VDZ4,Q9VPX3,0.7271778821074596
Q07886,Q86B47,0.7292
Q86B47,Q07886,0.7292
O18640,Q06506,0.7301
ATP-dependent_RNA_helicase_DDX50,Q86B47,0.7305
Q86B47,ATP-dependent_RNA_helicase_DDX50,0.7305
ATP-dependent_RNA_helicase_DDX3X,Q9VX34,0.731
Q9VX34,ATP-dependent_RNA_helicase_DDX3X,0.731
Q9VTL5,Q9VR42,0.7335553705245629
Histone-lysine_N-methyltransferase___H3_lysine-36_specific,Histone-lysine_N-methyltransferase_EZH2,0.7336
Q9VDS6,Surfeit_locus_protein_6,0.7346278317152104
A1Z909,Q9VDZ4,0.7346938775510204
ATP-dependent_RNA_helicase_DDX1,ATP-dependent_RNA_helicase_DDX24,0.735
ATP-dependent_RNA_helicase_DDX24,ATP-dependent_RNA_helicase_DDX1,0.735
Q5TAX3,P48561,0.7350332594235033
Probable_ATP-dependent_RNA_helicase_DDX5,Q9VX34,0.7361
Q9VX34,Probable_ATP-dependent_RNA_helicase_DDX5,0.7361
Q12149,Q9VFF3,0.7365050320219579
O18640,Q9VPR4,0.7366
Q9VPR4,O18640,0.7366
ATP-dependent_RNA_helicase_DDX1,Q9VIF6,0.7368
Q9VIF6,ATP-dependent_RNA_helicase_DDX1,0.7368
P53331,RNA_exonuclease_4,0.736857476635514
ATP-dependent_RNA_helicase_DDX1,Probable_ATP-dependent_RNA_helicase_DDX27,0.7371
Probable_ATP-dependent_RNA_helicase_DDX27,ATP-dependent_RNA_helicase_DDX1,0.7371
Probable_ATP-dependent_RNA_helicase_DDX5,Probable_ATP-dependent_RNA_helicase_DDX6,0.738
Probable_ATP-dependent_RNA_helicase_DDX6,Probable_ATP-dependent_RNA_helicase_DDX5,0.738
Notchless_protein_homolog_1,Receptor_of_activated_protein_C_kinase_1,0.7382
Receptor_of_activated_protein_C_kinase_1,Notchless_protein_homolog_1,0.7382
Eukaryotic_initiation_factor_4A-I,Probable_ATP-dependent_RNA_helicase_DDX27,0.7383
Probable_ATP-dependent_RNA_helicase_DDX27,Eukaryotic_initiation_factor_4A-I,0.7383
Q86B47,Q9VIF6,0.7388
Q9VIF6,Q86B47,0.7388
Eukaryotic_initiation_factor_4A-I,Q9VPT3,0.7399
Q9VPT3,Eukaryotic_initiation_factor_4A-I,0.7399
Eukaryotic_initiation_factor_4A-III,Probable_ATP-dependent_RNA_helicase_DDX27,0.7403
Probable_ATP-dependent_RNA_helicase_DDX27,Eukaryotic_initiation_factor_4A-III,0.7403
DNA_mismatch_repair_protein_Msh6,DNA_mismatch_repair_protein_Msh2,0.7405194208227993
40S_ribosomal_protein_S9,Q95RG1,0.7418788410886743
Probable_ATP-dependent_RNA_helicase_DDX6,Q9VPT3,0.742
Q9VPT3,Probable_ATP-dependent_RNA_helicase_DDX6,0.742
P53331,Q9VUC3,0.7424065420560748
Eukaryotic_initiation_factor_4A-III,Q9VPT3,0.7427
Q9VPT3,Eukaryotic_initiation_factor_4A-III,0.7427
Q5VYS8,P48561,0.7431095406360424
Insulin-like_growth_factor_2_mRNA-binding_protein_1,Heterogeneous_nuclear_ribonucleoprotein_K,0.7432799758381153
Probable_ATP-dependent_RNA_helicase_DDX17,Q9VX34,0.7438
Q9VX34,Probable_ATP-dependent_RNA_helicase_DDX17,0.7438
Notchless_protein_homolog_1,O18640,0.7446
O18640,Notchless_protein_homolog_1,0.7446
Guanine_nucleotide-binding_protein-like_3-like_protein,Large_subunit_GTPase_1_homolog,0.7448248407643312
ATP-dependent_RNA_helicase_DDX24,Q86B47,0.7457
Q86B47,ATP-dependent_RNA_helicase_DDX24,0.7457
Q86B47,Q8SY39,0.7459
Q8SY39,Q86B47,0.7459
DnaJ_homolog_subfamily_A_member_2,DnaJ_homolog_subfamily_C_member_21,0.7478
DnaJ_homolog_subfamily_C_member_21,DnaJ_homolog_subfamily_A_member_2,0.7478
ATP-dependent_RNA_helicase_DDX50,Eukaryotic_initiation_factor_4A-I,0.7494
Eukaryotic_initiation_factor_4A-I,ATP-dependent_RNA_helicase_DDX50,0.7494
Guanine_nucleotide-binding_protein-like_3-like_protein,Q9W590,0.7496019108280255
Q9VVK8,Q9VX34,0.7498
Q9VX34,Q9VVK8,0.7498
Eukaryotic_initiation_factor_4A-I,Q07886,0.7506
Q07886,Eukaryotic_initiation_factor_4A-I,0.7506
Probable_ATP-dependent_RNA_helicase_DDX46,Q9VX34,0.751
Q9VX34,Probable_ATP-dependent_RNA_helicase_DDX46,0.751
Probable_ATP-dependent_RNA_helicase_DDX17,Probable_ATP-dependent_RNA_helicase_DDX6,0.7514
Probable_ATP-dependent_RNA_helicase_DDX6,Probable_ATP-dependent_RNA_helicase_DDX17,0.7514
Eukaryotic_initiation_factor_4A-I,Q9VIF6,0.7515
Q9VIF6,Eukaryotic_initiation_factor_4A-I,0.7515
Eukaryotic_initiation_factor_4A-I,Nucleolar_RNA_helicase_2,0.7517
Nucleolar_RNA_helicase_2,Eukaryotic_initiation_factor_4A-I,0.7517
ATP-dependent_RNA_helicase_DDX3X,Q9VD51,0.7518
Q9VD51,ATP-dependent_RNA_helicase_DDX3X,0.7518
P53972,A1Z909,0.75262494750105
Q8SYL1,Q04225,0.753
P53632,Q5TAX3,0.7530597552195825
Q07395,Q9VI15,0.753731343283582
Eukaryotic_initiation_factor_4A-III,Q9VIF6,0.7546
Q9VIF6,Eukaryotic_initiation_factor_4A-III,0.7546
Eukaryotic_initiation_factor_4A-I,Probable_ATP-dependent_RNA_helicase_DDX5,0.755
Probable_ATP-dependent_RNA_helicase_DDX5,Eukaryotic_initiation_factor_4A-I,0.755
Q9VD51,Q9VVK8,0.7554
Q9VVK8,Q9VD51,0.7554
Eukaryotic_initiation_factor_4A-III,Q07886,0.7555
Q07886,Eukaryotic_initiation_factor_4A-III,0.7555
Probable_ATP-dependent_RNA_helicase_DDX31,Q9VVK8,0.7561
Q9VVK8,Probable_ATP-dependent_RNA_helicase_DDX31,0.7561
Gelsolin,Protein_flightless-1_homolog,0.7561124694376528
ATP-dependent_RNA_helicase_DDX50,Eukaryotic_initiation_factor_4A-III,0.7566
Eukaryotic_initiation_factor_4A-III,ATP-dependent_RNA_helicase_DDX50,0.7566
Ribosomal_L1_domain-containing_protein_1,RPL10A,0.7568710359408034
P36146,Q8SZY9,0.7571428571428571
Eukaryotic_initiation_factor_4A-III,Probable_ATP-dependent_RNA_helicase_DDX5,0.7572
Probable_ATP-dependent_RNA_helicase_DDX5,Eukaryotic_initiation_factor_4A-III,0.7572
Nucleolar_RNA_helicase_2,Probable_ATP-dependent_RNA_helicase_DDX6,0.7575
Probable_ATP-dependent_RNA_helicase_DDX6,Nucleolar_RNA_helicase_2,0.7575
Eukaryotic_initiation_factor_4A-III,Nucleolar_RNA_helicase_2,0.7577
Nucleolar_RNA_helicase_2,Eukaryotic_initiation_factor_4A-III,0.7577
ATP-dependent_RNA_helicase_DDX3X,Probable_ATP-dependent_RNA_helicase_DDX31,0.758
Probable_ATP-dependent_RNA_helicase_DDX31,ATP-dependent_RNA_helicase_DDX3X,0.758
P48561,Q5TAX3,0.7585812356979404
ATP-dependent_RNA_helicase_DDX3X,Probable_ATP-dependent_RNA_helicase_DDX6,0.7591
Probable_ATP-dependent_RNA_helicase_DDX6,ATP-dependent_RNA_helicase_DDX3X,0.7591
Eukaryotic_initiation_factor_4A-I,Q8SY39,0.7594
Q8SY39,Eukaryotic_initiation_factor_4A-I,0.7594
Insulin-like_growth_factor_2_mRNA-binding_protein_3,Heterogeneous_nuclear_ribonucleoprotein_K,0.7594202898550725
ATP-dependent_RNA_helicase_DDX18,ATP-dependent_RNA_helicase_DDX3X,0.7596
ATP-dependent_RNA_helicase_DDX3X,ATP-dependent_RNA_helicase_DDX18,0.7596
ATP-dependent_RNA_helicase_DDX50,Probable_ATP-dependent_RNA_helicase_DDX6,0.7601
Probable_ATP-dependent_RNA_helicase_DDX6,ATP-dependent_RNA_helicase_DDX50,0.7601
Probable_ATP-dependent_RNA_helicase_DDX46,Q9VD51,0.7608
Q9VD51,Probable_ATP-dependent_RNA_helicase_DDX46,0.7608
P53725,Q95PE4,0.7614213197969543
Probable_ATP-dependent_RNA_helicase_DDX46,Probable_ATP-dependent_RNA_helicase_DDX6,0.7615
Probable_ATP-dependent_RNA_helicase_DDX6,Probable_ATP-dependent_RNA_helicase_DDX46,0.7615
Eukaryotic_initiation_factor_4A-III,Q8SY39,0.7618
Q8SY39,Eukaryotic_initiation_factor_4A-III,0.7618
60_kDa_heat_shock_protein___mitochondrial,T-complex_protein_1_subunit_zeta,0.7623440043407488
Q8MT06,Large_subunit_GTPase_1_homolog,0.7625404530744336
Probable_ATP-dependent_RNA_helicase_DDX31,Probable_ATP-dependent_RNA_helicase_DDX46,0.7627
Probable_ATP-dependent_RNA_helicase_DDX31,Probable_ATP-dependent_RNA_helicase_DDX5,0.7627
Probable_ATP-dependent_RNA_helicase_DDX46,Probable_ATP-dependent_RNA_helicase_DDX31,0.7627
Probable_ATP-dependent_RNA_helicase_DDX5,Probable_ATP-dependent_RNA_helicase_DDX31,0.7627
Probable_ATP-dependent_RNA_helicase_DDX17,Q9VD51,0.7642
Q9VD51,Probable_ATP-dependent_RNA_helicase_DDX17,0.7642
ATP-dependent_RNA_helicase_DDX1,Q07886,0.7648
Q07886,ATP-dependent_RNA_helicase_DDX1,0.7648
ATP-dependent_RNA_helicase_DDX18,Probable_ATP-dependent_RNA_helicase_DDX5,0.7655
Probable_ATP-dependent_RNA_helicase_DDX5,ATP-dependent_RNA_helicase_DDX18,0.7655
La-related_protein_1,La-related_protein_4,0.7657624633431085
Eukaryotic_initiation_factor_4A-I,Probable_ATP-dependent_RNA_helicase_DDX17,0.7658
Probable_ATP-dependent_RNA_helicase_DDX17,Eukaryotic_initiation_factor_4A-I,0.7658
Probable_ATP-dependent_RNA_helicase_DDX5,Q9VD51,0.7661
Q9VD51,Probable_ATP-dependent_RNA_helicase_DDX5,0.7661
ATP-dependent_RNA_helicase_DDX18,Q9VVK8,0.7672
Q9VVK8,ATP-dependent_RNA_helicase_DDX18,0.7672
ATP-dependent_RNA_helicase_DDX18,Probable_ATP-dependent_RNA_helicase_DDX46,0.7674
Probable_ATP-dependent_RNA_helicase_DDX46,ATP-dependent_RNA_helicase_DDX18,0.7674
Eukaryotic_initiation_factor_4A-III,Probable_ATP-dependent_RNA_helicase_DDX17,0.7678
Probable_ATP-dependent_RNA_helicase_DDX17,Eukaryotic_initiation_factor_4A-III,0.7678
ATP-dependent_RNA_helicase_DDX18,Probable_ATP-dependent_RNA_helicase_DDX17,0.7681
Probable_ATP-dependent_RNA_helicase_DDX17,ATP-dependent_RNA_helicase_DDX18,0.7681
Q8MT06,Q9W590,0.7682038834951457
Probable_ATP-dependent_RNA_helicase_DDX17,Probable_ATP-dependent_RNA_helicase_DDX31,0.7684
Probable_ATP-dependent_RNA_helicase_DDX31,Probable_ATP-dependent_RNA_helicase_DDX17,0.7684
ATP-dependent_RNA_helicase_DDX3X,Q9VIF6,0.7694
Q9VIF6,ATP-dependent_RNA_helicase_DDX3X,0.7694
P32495,RPL7A,0.769656699889258
Probable_ATP-dependent_RNA_helicase_DDX27,Probable_ATP-dependent_RNA_helicase_DDX6,0.7697
Probable_ATP-dependent_RNA_helicase_DDX6,Probable_ATP-dependent_RNA_helicase_DDX27,0.7697
Nucleolar_RNA_helicase_2,Q9VX34,0.7699
Q9VX34,Nucleolar_RNA_helicase_2,0.7699
Probable_ATP-dependent_RNA_helicase_DDX5,Q9VIF6,0.7703
Q9VIF6,Probable_ATP-dependent_RNA_helicase_DDX5,0.7703
ATP-dependent_RNA_helicase_DDX24,Q9VVK8,0.7706
Q9VVK8,ATP-dependent_RNA_helicase_DDX24,0.7706
ATP-dependent_RNA_helicase_DDX1,Probable_ATP-dependent_RNA_helicase_DDX6,0.771
Probable_ATP-dependent_RNA_helicase_DDX6,ATP-dependent_RNA_helicase_DDX1,0.771
ATP-dependent_RNA_helicase_DDX24,ATP-dependent_RNA_helicase_DDX3X,0.7715
ATP-dependent_RNA_helicase_DDX3X,ATP-dependent_RNA_helicase_DDX24,0.7715
DnaJ_homolog_subfamily_A_member_1,DnaJ_homolog_subfamily_C_member_21,0.7719
DnaJ_homolog_subfamily_C_member_21,DnaJ_homolog_subfamily_A_member_1,0.7719
Eukaryotic_initiation_factor_4A-I,Probable_ATP-dependent_RNA_helicase_DDX46,0.7724
Probable_ATP-dependent_RNA_helicase_DDX46,Eukaryotic_initiation_factor_4A-I,0.7724
RuvB-like_1,RuvB-like_2,0.7725352112676056
ATP-dependent_RNA_helicase_DDX3X,Eukaryotic_initiation_factor_4A-I,0.7727
Eukaryotic_initiation_factor_4A-I,ATP-dependent_RNA_helicase_DDX3X,0.7727
P48240,P53256,0.773011617515639
Q5TAX3,P53632,0.7730968218773097
P53972,Q9VDZ4,0.7732045359092818
RNA_cytosine_C(5)-methyltransferase_NSUN2,P53972,0.7745571658615137
P19889,mRNA_turnover_protein_4_homolog,0.7746331236897275
Q9VPT3,Q9VX34,0.7757
Q9VX34,Q9VPT3,0.7757
ATP-dependent_RNA_helicase_DDX3X,Eukaryotic_initiation_factor_4A-III,0.7765
Eukaryotic_initiation_factor_4A-III,ATP-dependent_RNA_helicase_DDX3X,0.7765
Eukaryotic_initiation_factor_4A-III,Probable_ATP-dependent_RNA_helicase_DDX46,0.7768
Probable_ATP-dependent_RNA_helicase_DDX46,Eukaryotic_initiation_factor_4A-III,0.7768
Zinc_finger_and_SCAN_domain-containing_protein_10,Zinc_finger_protein_808,0.7771
Zinc_finger_protein_808,Zinc_finger_and_SCAN_domain-containing_protein_10,0.7771
Q8MS38,Proline-___glutamic_acid-_and_leucine-rich_protein_1,0.7777777777777778
Methylcrotonoyl-CoA_carboxylase_subunit_alpha___mitochondrial,CAD_protein,0.7779610689541405
Probable_ATP-dependent_RNA_helicase_DDX17,Q9VIF6,0.7788
Q9VIF6,Probable_ATP-dependent_RNA_helicase_DDX17,0.7788
Probable_ATP-dependent_RNA_helicase_DDX6,Q07886,0.7791
Q07886,Probable_ATP-dependent_RNA_helicase_DDX6,0.7791
Q5VYS8,P53632,0.7791519434628975
ATP-dependent_RNA_helicase_DDX1,Q8SY39,0.7805
Q8SY39,ATP-dependent_RNA_helicase_DDX1,0.7805
Nucleolar_MIF4G_domain-containing_protein_1,Q9W020,0.7810707456978967
Probable_ATP-dependent_RNA_helicase_DDX6,Q8SY39,0.7815
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX6,0.7815
ATP-dependent_RNA_helicase_DDX24,Probable_ATP-dependent_RNA_helicase_DDX5,0.782
Probable_ATP-dependent_RNA_helicase_DDX5,ATP-dependent_RNA_helicase_DDX24,0.782
RPSA,40S_ribosomal_protein_SA,0.7822057460611678
RNA-binding_protein_5,RNA-binding_protein_10,0.7828481510621558
ATP-dependent_RNA_helicase_DDX24,Probable_ATP-dependent_RNA_helicase_DDX17,0.7831
Probable_ATP-dependent_RNA_helicase_DDX17,ATP-dependent_RNA_helicase_DDX24,0.7831
P28005,Q9VVE0,0.7838541666666666
ATP-dependent_RNA_helicase_DDX50,Q9VX34,0.7845
Q9VD51,Q9VPT3,0.7845
Q9VPT3,Q9VD51,0.7845
Q9VX34,ATP-dependent_RNA_helicase_DDX50,0.7845
Q9W1T3,Q8MLS5,0.7846153846153846
mRNA_turnover_protein_4_homolog,P19889,0.7853347502656748
Q9VPX3,P53972,0.7854545454545454
DNA_damage-binding_protein_1,Splicing_factor_3B_subunit_3,0.7854909318323953
Poly(rC)-binding_protein_1,Heterogeneous_nuclear_ribonucleoprotein_K,0.78631995477671
Q9U3Z7,RPL7A,0.7866440294284097
Probable_ATP-dependent_RNA_helicase_DDX6,Q9VIF6,0.7868
Q9VIF6,Probable_ATP-dependent_RNA_helicase_DDX6,0.7868
ATP-dependent_RNA_helicase_DDX1,Q9VPT3,0.7871
Q9VPT3,ATP-dependent_RNA_helicase_DDX1,0.7871
RPL7A,Q9V3U2,0.7873671044402751
60S_acidic_ribosomal_protein_P0,mRNA_turnover_protein_4_homolog,0.7876106194690266
RPS2,40S_ribosomal_protein_S2,0.7878542510121458
Probable_ATP-dependent_RNA_helicase_DDX6,Q9VVK8,0.7882
Q9VVK8,Probable_ATP-dependent_RNA_helicase_DDX6,0.7882
60S_ribosomal_protein_L7a,Q9V3U2,0.7883880825057296
RPLP0,mRNA_turnover_protein_4_homolog,0.7885615251299827
Q9VIF6,Q9VPT3,0.7889
Q9VPT3,Q9VIF6,0.7889
ATP-dependent_RNA_helicase_DDX24,Q9VPT3,0.7891
Q9VPT3,ATP-dependent_RNA_helicase_DDX24,0.7891
Q7K1Q7,P19889,0.7898550724637681
Zinc_finger_and_SCAN_domain-containing_protein_10,Zinc_finger_protein_980,0.7906
Zinc_finger_protein_980,Zinc_finger_and_SCAN_domain-containing_protein_10,0.7906
P25627,Q9VHW6,0.790633608815427
RNA-binding_protein_10,RNA-binding_protein_5,0.7921974522292994
Probable_ATP-dependent_RNA_helicase_DDX46,Q9VIF6,0.7924
Q9VIF6,Probable_ATP-dependent_RNA_helicase_DDX46,0.7924
ATP-dependent_RNA_helicase_DDX24,Probable_ATP-dependent_RNA_helicase_DDX46,0.7928
Probable_ATP-dependent_RNA_helicase_DDX46,ATP-dependent_RNA_helicase_DDX24,0.7928
RPSA,P38979,0.7933271547729379
P46223,Q9V3U2,0.7936630602782071
P53632,Q5VYS8,0.7937365010799136
Eukaryotic_initiation_factor_4A-III,Q9VVK8,0.7938
Q9VVK8,Eukaryotic_initiation_factor_4A-III,0.7938
Q9VEN6,RPS14,0.7945205479452054
Probable_ATP-dependent_RNA_helicase_DDX31,Q9VPT3,0.7948
Q9VPT3,Probable_ATP-dependent_RNA_helicase_DDX31,0.7948
Eukaryotic_initiation_factor_4A-I,Q9VVK8,0.795
Q9VVK8,Eukaryotic_initiation_factor_4A-I,0.795
ATP-dependent_RNA_helicase_DDX3X,Q07886,0.7952
Q07886,ATP-dependent_RNA_helicase_DDX3X,0.7952
P40991,P53972,0.795793499043977
Poly(rC)-binding_protein_2,Heterogeneous_nuclear_ribonucleoprotein_K,0.7959741193386053
Nucleolar_RNA_helicase_2,Probable_ATP-dependent_RNA_helicase_DDX31,0.7962
Probable_ATP-dependent_RNA_helicase_DDX31,Nucleolar_RNA_helicase_2,0.7962
Surfeit_locus_protein_6,Q9VDS6,0.7964912280701755
ATP-dependent_RNA_helicase_DDX18,Q9VPT3,0.7971
Q9VPT3,ATP-dependent_RNA_helicase_DDX18,0.7971
Elongation_factor_2,116_kDa_U5_small_nuclear_ribonucleoprotein_component,0.7977970102281668
ATP-dependent_RNA_helicase_DDX3X,Probable_ATP-dependent_RNA_helicase_DDX27,0.7978
Probable_ATP-dependent_RNA_helicase_DDX27,ATP-dependent_RNA_helicase_DDX3X,0.7978
Probable_ATP-dependent_RNA_helicase_DDX5,Q07886,0.7993
Q07886,Probable_ATP-dependent_RNA_helicase_DDX5,0.7993
Q9VIF6,Q9VVK8,0.7995
Q9VVK8,Q9VIF6,0.7995
P19889,Q7K1Q7,0.79979035639413
Probable_ATP-dependent_RNA_helicase_DDX17,Probable_ATP-dependent_RNA_helicase_DDX27,0.8006
Probable_ATP-dependent_RNA_helicase_DDX27,Probable_ATP-dependent_RNA_helicase_DDX17,0.8006
NOP2_nucleolar_protein,P53972,0.8007103393843725
ATP-dependent_RNA_helicase_DDX1,Eukaryotic_initiation_factor_4A-I,0.8009
Eukaryotic_initiation_factor_4A-I,ATP-dependent_RNA_helicase_DDX1,0.8009
P39990,RPL7A,0.8018648018648019
P38291,Q2MGL3,0.8018867924528302
Probable_ATP-dependent_RNA_helicase_DDX27,Q9VPT3,0.8019
Q9VPT3,Probable_ATP-dependent_RNA_helicase_DDX27,0.8019
RPS16,40S_ribosomal_protein_S16,0.8020304568527918
P48561,Q5VYS8,0.8020594965675057
Nucleolar_RNA_helicase_2,Q9VD51,0.8022
Q9VD51,Nucleolar_RNA_helicase_2,0.8022
ATP-dependent_RNA_helicase_DDX1,Probable_ATP-dependent_RNA_helicase_DDX46,0.804
Probable_ATP-dependent_RNA_helicase_DDX46,ATP-dependent_RNA_helicase_DDX1,0.804
Probable_ATP-dependent_RNA_helicase_DDX31,Q07886,0.8043
Q07886,Probable_ATP-dependent_RNA_helicase_DDX31,0.8043
Probable_ATP-dependent_RNA_helicase_DDX17,Q07886,0.8045
Q07886,Probable_ATP-dependent_RNA_helicase_DDX17,0.8045
ATP-dependent_RNA_helicase_DDX1,Eukaryotic_initiation_factor_4A-III,0.8047
Eukaryotic_initiation_factor_4A-III,ATP-dependent_RNA_helicase_DDX1,0.8047
Probable_ATP-dependent_RNA_helicase_DDX31,Q9VIF6,0.8052
Q9VIF6,Probable_ATP-dependent_RNA_helicase_DDX31,0.8052
Probable_ATP-dependent_RNA_helicase_DDX27,Probable_ATP-dependent_RNA_helicase_DDX5,0.8057
Probable_ATP-dependent_RNA_helicase_DDX5,Probable_ATP-dependent_RNA_helicase_DDX27,0.8057
Nucleolar_RNA_helicase_2,Q9VIF6,0.8065
Q9VIF6,Nucleolar_RNA_helicase_2,0.8065
Q07886,Q9VVK8,0.8069
Q9VVK8,Q07886,0.8069
P53972,RNA_cytosine_C(5)-methyltransferase_NSUN2,0.8080638387232255
ATP-dependent_RNA_helicase_DDX50,Probable_ATP-dependent_RNA_helicase_DDX31,0.8091
Probable_ATP-dependent_RNA_helicase_DDX31,ATP-dependent_RNA_helicase_DDX50,0.8091
RPL7A,P46223,0.809255784865541
RPLP0,Q7K1Q7,0.8093587521663779
P40991,Q9VPX3,0.8099426386233269
Q07886,Q9VPT3,0.8106
Q9VPT3,Q07886,0.8106
ATP-dependent_RNA_helicase_DDX1,Nucleolar_RNA_helicase_2,0.8108
ATP-dependent_RNA_helicase_DDX24,Nucleolar_RNA_helicase_2,0.8108
Nucleolar_RNA_helicase_2,ATP-dependent_RNA_helicase_DDX1,0.8108
Nucleolar_RNA_helicase_2,ATP-dependent_RNA_helicase_DDX24,0.8108
ATP-dependent_RNA_helicase_DDX24,Probable_ATP-dependent_RNA_helicase_DDX31,0.811
Probable_ATP-dependent_RNA_helicase_DDX31,ATP-dependent_RNA_helicase_DDX24,0.811
ATP-dependent_RNA_helicase_DDX1,Probable_ATP-dependent_RNA_helicase_DDX5,0.8112
Probable_ATP-dependent_RNA_helicase_DDX5,ATP-dependent_RNA_helicase_DDX1,0.8112
60S_acidic_ribosomal_protein_P0,Q7K1Q7,0.8112094395280236
ATP-dependent_RNA_helicase_DDX18,Q86B47,0.8113
Q86B47,ATP-dependent_RNA_helicase_DDX18,0.8113
Q86B47,Q9VD51,0.8113
Q9VD51,Q86B47,0.8113
ATP-dependent_RNA_helicase_DDX18,Nucleolar_RNA_helicase_2,0.8115
Nucleolar_RNA_helicase_2,ATP-dependent_RNA_helicase_DDX18,0.8115
Nucleolar_RNA_helicase_2,Probable_ATP-dependent_RNA_helicase_DDX27,0.8123
Probable_ATP-dependent_RNA_helicase_DDX27,Nucleolar_RNA_helicase_2,0.8123
Q9VSR3,Q9VCN7,0.8123145400593472
Probable_ATP-dependent_RNA_helicase_DDX27,Probable_ATP-dependent_RNA_helicase_DDX31,0.8125
Probable_ATP-dependent_RNA_helicase_DDX31,Probable_ATP-dependent_RNA_helicase_DDX27,0.8125
Probable_ATP-dependent_RNA_helicase_DDX46,Q07886,0.8126
Q07886,Probable_ATP-dependent_RNA_helicase_DDX46,0.8126
Poly(rC)-binding_protein_1,Insulin-like_growth_factor_2_mRNA-binding_protein_1,0.8126059920859242
ATP-dependent_RNA_helicase_DDX24,Q9VX34,0.8127
Q9VX34,ATP-dependent_RNA_helicase_DDX24,0.8127
P53256,P48240,0.8137347130761995
ATP-dependent_RNA_helicase_DDX50,Q9VD51,0.8145
Q9VD51,ATP-dependent_RNA_helicase_DDX50,0.8145
ATP-dependent_RNA_helicase_DDX1,ATP-dependent_RNA_helicase_DDX50,0.8148
ATP-dependent_RNA_helicase_DDX50,ATP-dependent_RNA_helicase_DDX1,0.8148
P13060,116_kDa_U5_small_nuclear_ribonucleoprotein_component,0.8151649235720032
Probable_ATP-dependent_RNA_helicase_DDX27,Probable_ATP-dependent_RNA_helicase_DDX46,0.8154
Probable_ATP-dependent_RNA_helicase_DDX46,Probable_ATP-dependent_RNA_helicase_DDX27,0.8154
NHP2-like_protein_1,RPL7A,0.815805109922757
Lupus_La_protein_homolog,La-related_protein_1,0.8161157024793388
ATP-dependent_RNA_helicase_DDX18,Probable_ATP-dependent_RNA_helicase_DDX27,0.8162
Probable_ATP-dependent_RNA_helicase_DDX27,ATP-dependent_RNA_helicase_DDX18,0.8162
RNA_cytosine_C(5)-methyltransferase_NSUN2,A1Z909,0.8168276972624798
Probable_ATP-dependent_RNA_helicase_DDX27,Q9VD51,0.8178
Q9VD51,Probable_ATP-dependent_RNA_helicase_DDX27,0.8178
Q07886,Q9VX34,0.8182
Q9VX34,Q07886,0.8182
ATP-dependent_RNA_helicase_DDX1,Probable_ATP-dependent_RNA_helicase_DDX17,0.8184
Probable_ATP-dependent_RNA_helicase_DDX17,ATP-dependent_RNA_helicase_DDX1,0.8184
RPL7A,60S_ribosomal_protein_L7a,0.8186366479049406
NOP2_nucleolar_protein,Q9VPX3,0.818863456985004
Ribosome_biogenesis_protein_BRX1_homolog,Q9VZE6,0.8190630048465266
ATP-dependent_RNA_helicase_DDX1,Q9VVK8,0.8192
Q9VVK8,ATP-dependent_RNA_helicase_DDX1,0.8192
26S_proteasome_regulatory_subunit_10B,Q9VS62,0.8194
Q9VS62,26S_proteasome_regulatory_subunit_10B,0.8194
Ras_GTPase-activating_protein-binding_protein_1,Ras_GTPase-activating_protein-binding_protein_2,0.8194111232279171
Myosin_regulatory_light_chain_12B,Myosin_light_polypeptide_6,0.8197
Guanine_nucleotide-binding_protein-like_3-like_protein,Guanine_nucleotide-binding_protein-like_3,0.8200636942675159
ATP-dependent_RNA_helicase_DDX24,ATP-dependent_RNA_helicase_DDX50,0.8202
ATP-dependent_RNA_helicase_DDX50,ATP-dependent_RNA_helicase_DDX24,0.8202
ATP-dependent_RNA_helicase_DDX50,Q9VIF6,0.8203
Q9VIF6,ATP-dependent_RNA_helicase_DDX50,0.8203
Q9VD51,Q9VIF6,0.8212
Q9VIF6,Q9VD51,0.8212
Q86B47,Q9VX34,0.8222
Q9VX34,Q86B47,0.8222
RPS16,Q9W237,0.8223350253807107
P40991,A1Z909,0.8225621414913958
ATP-dependent_RNA_helicase_DDX50,Probable_ATP-dependent_RNA_helicase_DDX27,0.8232
Probable_ATP-dependent_RNA_helicase_DDX27,ATP-dependent_RNA_helicase_DDX50,0.8232
26S_proteasome_regulatory_subunit_10B,Transitional_endoplasmic_reticulum_ATPase,0.8241
Transitional_endoplasmic_reticulum_ATPase,26S_proteasome_regulatory_subunit_10B,0.8241
Probable_ATP-dependent_RNA_helicase_DDX27,Q9VX34,0.8242
Probable_ATP-dependent_RNA_helicase_DDX31,Q8SY39,0.8242
Q8SY39,Probable_ATP-dependent_RNA_helicase_DDX31,0.8242
Q9VX34,Probable_ATP-dependent_RNA_helicase_DDX27,0.8242
Q7JXU4,Large_subunit_GTPase_1_homolog,0.8245923314235346
Poly(rC)-binding_protein_2,Insulin-like_growth_factor_2_mRNA-binding_protein_1,0.8247304097771387
Guanine_nucleotide-binding_protein-like_3-like_protein,Nucleolar_GTP-binding_protein_2,0.8252388535031847
